id,name,text_review,photo_1,photo_2,photo_3
PHsKPp496sFZm9K9Xz_TlA,Sanukiya," Pour moi le meilleur restaurant japonais à un prix tout à fait abordable. Et d'ailleurs on ne s'y trompe pas, il y a toujours la queue, pas de réservation... Encore un restaurant japonais qui vaut le détour près de la rue saint Anne. 
Pour ma part, j'ai pris un tempura udon à la crevette pour 18€. Un peu cher... Que c'est bon.
Si je devais retenir qu'une chose de ce restaurant d'udon, c'est d'abord ce goût de fraîcheur, dans tous les plats servis, c'est...",https://s3-media1.fl.yelpcdn.com/bphoto/1NCC7PiIP0sMuUpYIkRvKw/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/x0aPCzAiZq-mJPy4f9gj5Q/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/va06K79Pd2GouTO8nIDuhA/o.jpg
flf_IHitjG7bohr-VbOvbA,Le Petit Canard," Le repas était convenable mais le rapport qualité prix est assez faible. La préparation des plats est simple, ce qui ne me dérange pas si c'est pour mettre... Je suis allée manger au petit canard la semaine dernière et je ne m'en remets pas de la gentillesse du patron et de la saveur des plats. Avec mes amis on... Le paradis pour les fans de canard !!! On y a atterrit un peu par hasard et on ne l'a pas du tout regretté !

La façade est très banal mais dès l'entrée, on...",https://s3-media4.fl.yelpcdn.com/bphoto/GZomUiX8isxQYR-xEtzAfw/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/myQqDfFc74q8eKO54IgWMg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/pw9BO8ksJPgFZBEvfWgCBA/o.jpg
28m3vU-aLX76lMEyT3WL5Q,Pain Vin Fromages," Un resto de raclette dans une rue qui ne paie pas de mine, à deux pas de Rambuteau. On y est allés par un temps caniculaire avec des amis, en partant d'une... Un bon resto de fondues et raclette dans le centre de Paris.
Le fromage dans tous ses états et de toutes les façons !
Néanmoins les plats sont assez chers... Trouvé car celui près de chez nous était complet faute d'avoir penser à réserver. Situé dans le quartier du Marais dans une petite ruelle tout près de...",https://s3-media2.fl.yelpcdn.com/bphoto/qh-rZGj0r8FbtHt9_6sP_Q/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/6dZMDZNJ6VargXZQXr49iA/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/hUE6J43KQSu9F2xM2NnGNQ/o.jpg
657yy3D4SwyQN3xIjG1Iww,Le Potager du Père Thierry," Nous avons tombé par hasard sur ce restaurant lundi soir. Et c'était un bon choix. Ambiance chaleureuse et conviviale d'un petit restaurant typique. Bonne... Au top !
De bon produits bien cuisinés, du bon vin, des prix raisonnables et un accueil sympathique.
Une de mes adresses préférées dans le quartier Bon accueil, sourire et convivialité ! 
Produits frais, cuisine maison... 
Le rapport qualité prix est top, je recommande ce restaurant. Réservation car...",https://s3-media2.fl.yelpcdn.com/bphoto/_FHiBmcjKRbmoAIXxeFOcA/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/QEeTTQ6xskxB4n3T2foleA/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/DTWlNyYED-HlEFNbnR6V2A/o.jpg
-fuUNED7ux_Q1JGbZyf7gA,Roomies," Concept très sympathique. Personnel  très accueillant
Chez roomies on peut faire des Burger sur mesure.  On commence par choisir soit menu végé(galette... Les burgers sont bons mais le bémol ce sont les frites trop farineuse et le prix un peu élevé pour un menu 18€ (bière) Super restaurant de burgers. Il y a un burger végétariens. Les prix sont correctes et on peut y découvrir de nouvelles boissons. Le restaurant est un peu petit.",https://s3-media2.fl.yelpcdn.com/bphoto/kYoj3B9Ra22FpZVyHS6m4A/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/_25KfrARpU4d-blWMx6-Zg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/7gxlK1lqnIoEqGbLpyc4lw/o.jpg
4TZ92lo35VPqjrAvOVkQmQ,The Family," Repas ok. Prix ok, accueil ok mais, mais, mais fait payer l'eau en carafe ... ce qui est interdit quand on a commandé un repas. J'ai pris un tartare et pour...",https://s3-media2.fl.yelpcdn.com/bphoto/TPGJdLjNlx5h7w_vUdCIpQ/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/v21hEAYrj73NjYjb6Ux7DQ/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/Q8DkaOgd50GqhCP5KF7_qg/o.jpg
SILPu61sqx5oTuoyUVK4Tw,L'Entente," Assez bonne adresse. Le lieu est très beau, le service est bien.
Le welsh et le fish cake étaient bons.
Le merlu était quant à lui assez fort avec une sauce... Très bon accueil. Cadre chic avec une ambiance un peu ""coloniale"". Le gâteau au chocolat est une tuerie !",https://s3-media1.fl.yelpcdn.com/bphoto/4ayuE8IMUyUZ5VUD3iKDmg/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/gSQ0gAB5pCCPRTsieIQc0A/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/F5M0m6_eIC18xnr1doiMPg/o.jpg
xEg_qiHxlud17zHXrTrFSQ,Ferdi," Je sors tout juste du restaurant. C'est délicieux!!!! En premier lieu, les serveurs sont extrêmement gentils, c'est agréable de tomber sur des gens comme... Venir tôt pour pouvoir avoir un des 50 cheeseburgers de la soirée! Pour commencer, le cadre est sympathique mais je dois avouer que se trouver juste à côté du bar dans le passage des clients et des serveurs n'est pas...",https://s3-media1.fl.yelpcdn.com/bphoto/dGNyb0ZYW4pufQdCB6B2zQ/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/nYv536uvgroUjqZIiXXZOA/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/U68TJpnpFTXIWcHrZaxcKQ/o.jpg
70xArgLO0k56YAytyBIHyg,Baguett's Café," Petit café, peu de place mais on peut réserver! J'ai beaucoup aimé les pancakes! Le brunch n'est pas très copieux, mais les confitures sont originales. Je... Chouette chouette, un coffee shop tout nouveau tout beau à proximité du Palais Royal, un de mes quartiers préférés !

Ambiance chaleureuse, déco brut,... La formule du brunch est peut-être un petit peu cher mais vraiment après avoir goûter les croissants... je n'en avais plus rien à faire. Ils sont tellement...",https://s3-media4.fl.yelpcdn.com/bphoto/6MMvedSh18l1YnJZOprd8Q/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/4rgWC6CrtVq2qYiXZgYOIw/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/ui_9SlT553zuZKkXVAggpw/o.jpg
XlBCQgnHlYUByBejO8r79g,L'Epicure," Bon, vous allez être obligés de me faire confiance. Je ne vais pas m'étaler sur des pages entières pour célébrer ce restaurant. A partir d'un certain... Très délicieux et sophistiqué! J'aimais toutes les cuisines j'ai pris ici. C'était une grande expérience de prendre un repas spécial! Les plats sont... Mon premier 3 étoiles, et pas des moindres...cadre hyper select au cœur du Bristol à Paris. Une entrée signature, macarons de foie gras à la truffe noire,...",https://s3-media3.fl.yelpcdn.com/bphoto/laiSZlAeTrw95G7znboD4Q/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/SF_auGeXRhPYlhP7Rahyew/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/ezr8P7Yu7S7Y---pCeYCag/o.jpg
kdVwJe2eBVgKeeVu99hArQ,La Cuisine de Chez Moi," Superbe restaurant ""comme à la maison"", où l'on peut manger des plats typiques du Sichuan ou du Yunnan!

Les plats sont exquis! surtout .... TOUT !!! le... Ma deuxième visite ""chez moi"" et toujours trop bien !
J'ai adoré le boeuf sur plaque chauffante, les Xiao long bao, le porc croustillant du chef et tout le... Super resto pour déjeuner dans le quartier Poissonnière /Grands Boulevards.

Formule buffet à volonté à 9,50€ le midi avec choix varié pour un repas...",https://s3-media1.fl.yelpcdn.com/bphoto/wQVI3bdhnYcOGrf6pVc8Yg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/X4k-BZ0QzNutJ7YZZ4vxrg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/eC7t9zzlixm7FNH0_ty5LQ/o.jpg
RAE8myRxvyiybF3NUmf-jg,Lobster Bar," Bon alors commençons par le commencement. Depuis que j'ai découvert l'existence de cette petite merveille je voulais absolument m'y rendre sans en avoir... Enfin testé ! La promesse du lieu, c'est bien sûr le homard (bleu de Bretagne) servi en roll comme aux USA, avec une petite sauce sur un pain brioché, avec... Une très bonne surprise ! Pour moi qui n'avais jamais eu l'occasion de manger du homard, j'ai été convaincu par le restaurant de Mathieu ! Très avenant et...",https://s3-media4.fl.yelpcdn.com/bphoto/TWLJI6Ddn6AhZV3Ges8qcA/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/dH4WDf8pa-oz7PxFa9ImMA/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/yqZvn52eUCU1A2X5ZkF3pg/o.jpg
-cSK_-y04p3oVu98DShiyQ,Robert et Louise," Un service extrêmement sympathique, un cadre agréable, une nourriture simple mais de bonne qualité. Que demander de plus? La nourriture était moyenne. Les crevettes, agneau était bons. Service moyenne. Faut partager les tables avec autre clients. Ambiance pas mal. Réservation faite pour deux pour 19h, le restaurant était vide est nous avons donc eu le choix de nous placer où nous souhaitions, je conseille fortement le...",https://s3-media1.fl.yelpcdn.com/bphoto/ZF1XSFKQ46omYtsFtBhmGQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/DmZvpXsgAhJtsoFRpLxT0A/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/2yjKI2hLoASV8iSFrbcALw/o.jpg
n-XIbgR-Gwb1CqBMyjwj0w,Chez Fernand," Ici qu'on se le dise, on mange terroir. Nappes à carreaux rouges et blancs et banquettes interminables plantent le décor.

C'est le rendez-vous des bons... Un très bon endroit pour un dîner copieux et terroir!
Après les (quatre!) succulents os à moelle dégustés en entrée, nous étions presque rassasiés, lorsque... A la bonne franquette
Une cuisine traditionnelle généreuse, même les grands mangeurs ont du mal à finir ! A conseiller à tous ceux qui se sont installés à...",https://s3-media1.fl.yelpcdn.com/bphoto/-aalg2AKbe460IHig09yNA/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/D1-p2E61UciiTJEJKqCzWA/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/_ZzJL3hpRm4FM9Cz2FrjhA/o.jpg
-y7jgZ3cSCorkeXYGqyweA,Fresh Noodles & Wok," Après avoir lu les avis sur Yelp, je me suis dit qu'il étai temps de tenter ce restau spécialiste des nouilles. 
Première impression, le service est... Envie de manger asiatique...sans trop vous prendre la tête : le Fresh Noodle est top !
Produits très frais, pas mal de choix...on s'est régalé :) Les soupes de nouilles aux pâtes fraiches sont tellement savoureuses. Bien chaudes, un petit goût de fraîcheur avec la petite coriandre, assaisonnées et...",https://s3-media3.fl.yelpcdn.com/bphoto/fQ6aGBzAEKia7qPsFF77YQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/GJTDJuXb5cj47Dz9dcBhPw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/UmujhH55UjrlqgrtCxSiMg/o.jpg
zj5rGr-hkPjPxM1oxDi3Zg,Pedzouille," Très bon restaurant, avec une deco sympa. Les plats sont bons et les viandes de qualité. 
Le service est également au top. Encore un super concept !

Jeudi, 19h30: j'envoie mon dernier mail, j'éteins mon ordi et je pars à la conquête du lieu parfait pour me plaindre sur ma vie... Disons le clairement, j'ai été attiré par la devanture bleu/blanc/rouge, paysanne/hisper/écolo et ensuite seulement, par la bonne odeur de viande qui...",https://s3-media3.fl.yelpcdn.com/bphoto/v01aycLplJ_sKFeeEcnyyA/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/Z03MGVARaHAAOobTh4HGZA/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/krUDBs1PuPshFVb3-MobSA/o.jpg
KglDmt_BDOEqmBjJ8X2bPQ,Le Relais de l’Entrecôte," Beaucoup d'attente. Personnel pas toujours agréable. Cadre et ambiance très sympa. La qualité a diminué mais la sauce reste toujours incroyable. Typique... Toujours aussi bon. La viande et la sauce est excellente et le service également. 

Il est conseillé d'y aller à l'ouverture pour éviter une trop longue... C'est vraiment n'importe quoi, on commence avec une salade verte et noix, rien n'existant sachant que tout le monde a le droit à cette salade, si on est...",https://s3-media2.fl.yelpcdn.com/bphoto/okTGLBTEt7rhbl0bl7cDGA/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/EiXKgHcIbngmTdP3cg67lQ/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/kah7iOG21shQrD4RFRRZ1g/o.jpg
dKZo3hRz0sSsQrdahj45uA,Ellsworth," La magie Verjus n'a pas opérée sur moi malheureusement.  

C'est dans le tout nouveau restaurant de la famille Verjus que nous avions décidé de faire escale... Après un accueil courtois, nous voilà installés autour d'une table de quatre pour un déjeuner en semaine.

La salle, bien qu exiguë, bénéfice d'un bel... C'est dit, Ellsworth devient un de mes restos préfères à Paris. 
L'intérêt de ce restaurant est de ne pas en faire des paquets. La déco est parfaite, le...",https://s3-media2.fl.yelpcdn.com/bphoto/YqHLLxUdjU9ENBVW0giIBg/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/i--c5bCL1F205myzlqh7Jw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/nbubaS1P5uDOwdfr1t6ofQ/o.jpg
2qzLbDM1dkpsKyyCXAEXWw,Guy Savoy," Guy Savoy a déméagé mais la cuisine n'a heureusement pas changé. 
Ce restaurant reste toujours un de mes trois étoiles préférés parmi ceux que j'ai eu la... Incontestablement le meilleur chef français ! Les plats sont d'une rare finesse, on s'en souvient encore ! Et le service est irréprochable, on arrive... L'excellence dans toute sa splendeur. Un lieu majestueux, avec une jolie vue sur Seine, si vous avez la chance d'avoir votre table près de la fenêtre. Le...",https://s3-media1.fl.yelpcdn.com/bphoto/8cnVgI5q8czJnsDKaJoltA/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/efc7jvolgmzsyVYEB0sfCA/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/-1Xnq5Y63_W3ALfs4aqgLA/o.jpg
5jviAXLXm5E78wlpE0pTxA,Iovine's," Très bonne expérience :-) 
Dès l'arrivée, on est très bien accueillis. On nous propose 3 tables au choix (j'avais réservé par téléphone 45 min avant). 
Le... Avec tout cet engouement sur internet et les réseaux sociaux,...enfin je goute à al pizza de Iovine's. 

L'arrivée & le restaurant : Le restaurant à l'air... De délicieuses pizzas typiques de Naples
Cuite au feu de bois
Pour moi, l'une des meilleurs adresses de pizzas à Paris",https://s3-media3.fl.yelpcdn.com/bphoto/MCbWNqmPArFvtmI9FGxTDw/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/q02b1tGBv40HGB8WMo0qYA/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/sKFfIQ6ZcOKlXPmUXCskhw/o.jpg
PGH7BfXz0PNHuwlSt453rA,Le Boui Boui," En résumé : ne pas se gaver de pain en attendant le plat !
J'ai testé la saucisse aligot à 23h. On m'a accueilli à bras ouverts et c'était copieux. Vraiment... Nous y sommes allés à 2, un samedi soir avant d'aller au théâtre, et avons choisi le Boui Boui pour sa proximité avec le Sentier des Halles. Le personnel... La devanture et la carte nous attirent dans ce petit restaurant aveyronnais du quartier Montorgueil.

Il se fait tard mais on nous prend quand même...",https://s3-media3.fl.yelpcdn.com/bphoto/ByEGEZObiEotGPlZzBuyLg/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/rlnc6HgA7xFxgXwk33_6Jg/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/rGuWldSRK_ecfDjZwTTK1w/o.jpg
Vc-sEV8jnXpHbFeUvP5tLA,Le Relais de l'Entrecôte," J'avais tellement hâte de l'essayer après avoir lu les commentaires de certains parisiens! Malheureusement, le plat n'est pas à la hauteur du prix qu'on... C'est le meilleur piège à touristes que je connaisse. Les parisiens qui sont rebutés par la queue sur le trottoir et qui se disent que la nourriture doit... Tout a déjà été dit mais il faut parfois savoir les redire : fameux restaurant !

Certes, selon votre heure d'arrivée et un peu selon votre chance, vous...",https://s3-media2.fl.yelpcdn.com/bphoto/7dOOSqmMo5AfDjCGSv4QnQ/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/1XtighIE627KWAbm7Y8wfQ/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/Th-bmGmqsP6-wTUoL4vxlw/o.jpg
OBlZC2T9theJFTjovK4hdQ,Candelaria," OMG OMG OMG

J'aime. Tout. Absolument tout...Attendez, STOP! Bougez plus...Nan, nan, c'est bien nickel.

La Candeleria, ça vous adopte, avant que vous même... Ay Caramba ! Que de gens, que c'est petit, que de gens, au secours !

Victime de son succès, la Candelaria est une réelle institution des bars à cocktails... J'adore !
Entre le petit restaurant et le bar, on ne peut être que ravi !
Les tacos sont délicieux et Les cocktails super (je recommande La guêpe verte)....",https://s3-media2.fl.yelpcdn.com/bphoto/60LEHlrPXS2JlmAMe93lHQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/O4UPh7ZUiNQP0JUQq7TM4Q/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/ifAP6_W61ZfOsGXH1oCcIQ/o.jpg
dxcHp_NAnO2e_BvR_pY4Nw,Janine loves Sunday," Très bon, une carte variée, des plats copieux et avec du goût. Ambiance cosy dans le restaurant, et personnel à l'écoute. Je le recommande pour les... Ravis ! 
La seconde fois que je tombe sur une pizza que j'adore, ce petit goût de pesto sur la pizza, en plus adorable ils m'ont rajouté des morceaux de... Très belle découverte, déjà que les photos donnaient envie, mais alors en vrai, c'est juste génial ! Et la déco est très jolie, c'est petit mais convivial...",https://s3-media3.fl.yelpcdn.com/bphoto/-4LfhalCCTTIJo_-x2s_ug/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/egzKGs3D2O_MTk-kpOmy1Q/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/2h74MupDQUEfJuOLZLbjrA/o.jpg
DwZsEW-rBrBBLHioGdKoAg,La Fontaine de Mars," Excellent comme toujours. 
Cela fait des années que nous allons dîner à La Fontaine de Mars et nous n'avons jamais été déçu. Mais alors jamais. 
Le service... Obama y est allé durant sa visite , alors j'ai voulu essayé .Autant vous dire tout de suite vaut mieux réserve à l'avance ,pour ma part je n ai pas pris de... Dommage que ce soit aussi cher parce que l'emplacement est vraiment agréable.",https://s3-media2.fl.yelpcdn.com/bphoto/fUakqhlB0sH7BezohWk1sw/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/N6HJr4gAW7juuAM8keXN_A/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/lh6tcdKMUCk6vrkTzbtB1w/o.jpg
_qACPRqSQ6Nvd20H8EY3uw,Frenchie Restaurant," Aucune difficulté pour réserver, je pense que j'ai eu de la chance ! Le menu dégustation en 5 plats était un véritable enchantement. On a passé une super... Menu 3 plats 50€ 
avec choix entre 2 entrées / 2 plats / 2 desserts change régulièrement et est toujours top !
Découverte de nouveaux produits : riz de veau... Le Frenchie situé dans une rue très calme du très populaire quartier Sentier à Paris souffre d'un symptôme que j'appelle ""la maladie du Rikiki""
En effet, au...",https://s3-media1.fl.yelpcdn.com/bphoto/iuMBTcjbjiBxXhs7PkA8vQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/WeiuzHn53wAbhiPHqx-nyQ/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/ZouVSPsC0WTwP7dS1OI8Jg/o.jpg
cyp5ozhe7ZPf7C_D4nFcjg,Pedra Alta," Nouveau restaurant de la famille pedra alta, le 3eme sur Paris.
Les plats sont généreux et de bonne qualité, un rapport qualité prix imbattable en plein de... Ca va. Copieux . Joyeux anniversaire dans toutes les langues c est assez sympa . J ai teste celui de Bastille.",https://s3-media3.fl.yelpcdn.com/bphoto/JoJESa1Jf_U6FvFo-8e1Cw/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/y2AN1z5u8MzYx3eKNYWuFA/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/0r4bBEai5oaDLoLErJDwzQ/o.jpg
